Question ID,Subject,Topic,Subtopic
Q001182,General Mental Ability & CSAT,Parliamentary Procedure,Article 120(1) and Language Use
Q001183,Indian Polity,Amendments to Constitution,42ⁿd Amendment - Fundamental Duties
Q001184,Indian Polity,Article 360,Consequences of Financial Emergency
Q001185,Indian Economy,Development,Directive Principles - Borrowing from Constitution
Q001186,History of Bihar,Sikkim,Statehood
Q001187,Society,Consumer Protection,Consumer Disputes Redressal - District Level
Q001188,Indian Polity,Panchayati Raj Institutions,Panchayat Samiti Operation Level
Q001189,Indian Polity,Constitution,Article 14
Q001190,Indian Polity,Union Government,Council of Ministers
Q001191,History of India,Mahajanapadas,Magadha
Q001192,Indian Polity,State Government,Council of Ministers
Q001193,Indian Polity,Panchayati Raj,Decentralization of powers
Q001194,Indian Polity,Constitution,Representation in Rajya Sabha
Q001195,Indian Economy,Development,Supreme Court of India
Q001196,Bihar Economy,Agriculture,Minimum age for Panchayati Raj institutions
Q001197,History of Bihar,Sher Shah Suri,Labor Department in 1946 cabinet
Q001198,History of India,Constituent Assembly,Dr. Rajendra Prasad elected as Chairman
Q001199,Indian Polity,Elections,16th Vice President election in 2022 electoral college size
Q001200,Indian Polity,President of India,Re-election eligibility
Q001201,Indian Polity,Constitution,Lok Sabha Sessions
Q001202,Indian Economy,Development,Budget Session Characteristics
Q001203,Indian Polity,Constitution,Article Amendment Requirements
Q001204,Geography,States,States with Panchayat System
Q001205,Current Affairs,Science & Technology,Delimitation Commission Freeze Year
Q001206,Indian Polity,Supreme Court,Nature of Supreme Court
Q001207,Indian Polity,Parliamentary Committees,Delegation of Rules Making Power
Q001208,Indian Polity,Constitution,Article 300 – Lokpal
Q001209,Indian Polity,Judiciary,Supreme Court Judicial Process
Q001210,Indian Polity,Constitution,Constitutional Provisions
Q001211,Indian Polity,Panchayati Raj,First Lokayukta State
Q001212,General Mental Ability & CSAT,Coding-Decoding,Post held by A.S. Anand
Q001213,Indian Polity,Constitution,Article 113
Q001214,Indian Economy,Fiscal Policy,Demands for Grants
Q001215,History of Bihar,Sher Shah Suri,National Extension Service
Q001216,Indian Polity,State Legislative Council,Composition of Members
Q001217,Indian Economy,Administrative Reforms,Split System
Q001218,Indian Economy,Development,Finance Commission
Q001219,History of Bihar,Rajendra Prasad,Interim Government
Q001220,Indian Economy,Economic Sectors,Characteristics of Decentralization
Q001221,History of India,Act – Government of India Act 1935,Landmark in Constitution Development
Q001222,Indian Polity,Election Commission of India,Article related to Establishment
Q001223,General Mental Ability & CSAT,Ethics & Integrity,Rule of Law
Q001224,Indian Polity,Panchayati Raj Institutions,Article 243 – Functions of PRIs
Q001225,Indian Polity,Constitution,Constitutional Amendment Bill
Q001226,Indian Polity,Judiciary,Prevention of cruelty to animals
Q001227,History of India,Mahajanapadas,First meeting of the Constituent Assembly
Q001228,Indian Polity,Union Government,Electoral College' for the election of the President of India
Q001229,Indian Polity,Finance Bills,Definition of Money Bill under Article 110
Q001230,Indian Economy,Development,Indra Sawhney vs Union of India case
Q001231,Indian Polity,Political Parties,Percentage of votes to be recognized as National Party
Q001232,Indian Polity,Parliamentary Procedure,Object of ‘cut motion’
Q001233,Indian Polity,Parliamentary Procedure,Match List – I with List – II
Q001234,Indian Polity,Form of Government,Parliamentary form of Government
Q001235,Indian Polity,Constitutional Bodies,Panchayati Raj system
Q001236,Geography,Land Records,Land Records Officer
Q001237,Indian Polity,Constitution,Constitutional Bodies
Q001238,Indian Polity,Union Government,Aam Aadmi Party
Q001239,Indian Polity,Constitutional Remedies,Postmortem
Q001240,Indian Polity,Order of Precedence,Indian Order of Precedence
Q001241,Indian Polity,National Human Rights Commission,Number of Members
Q001242,Indian Polity,Constitutional Amendments,103rd Constitutional Amendment
Q001243,Indian Polity,Human Rights Protection,Increase in Members
Q001244,Indian Polity,Lokpal,Lokpal of India
Q001245,Indian Polity,Triple Talaq Bill,Maximum Jail Sentence
Q001246,Indian Polity,Constitutional Amendments,"Triple Talaq Bill, 2019"
Q001247,History of Bihar,Sasaram,Formation of Manipur State
Q001248,Indian Polity,Constitutional Provisions,Article 35-A and Article 370
Q001249,Indian Polity,Constitution,Election of the President
Q001250,Indian Polity,Union Government,President of India
Q001251,Indian Economy,Development,Banking Services Bill
Q001252,Indian Polity,Constitution,Article 243-P
Q001253,Indian Polity,Local Government,Panchayati Raj
Q001254,Indian Polity,Legislature,Special Election
Q001255,Indian Polity,Constitution,Constitutional Status of Panchayati Raj
Q001256,Indian Economy,Development,Community Development Program
Q001257,Indian Polity,Local Government,Panchayat Elections
Q001258,Indian Polity,Supreme Court,Resignation of a Judge
Q001259,Indian Polity,Supreme Court,Letter to the Chief Justice
Q001260,Indian Polity,Backward Classes Commission,First Chairman
Q001261,Indian Polity,Constitution,Age Limit for Lok Sabha Members
Q001262,Indian Polity,Union Government,Appointment of Governor
Q001263,History of India,Mauryan Empire,Ashoka
Q001264,Indian Polity,President,Role of the President
Q001265,Indian Polity,Judiciary,Governor General
Q001266,Indian Polity,Constitution,Article 243
Q001267,Indian Polity,Finance Commission,Formation of Finance Commission
Q001268,Indian Polity,Union Government,Appointment of Attorney General
Q001269,Indian Polity,Constitution,Article 74
Q001270,History of India,Reorganization of States,1956
Q001271,Indian Polity,Local Government,Functions of Panchayati Raj
Q001272,Indian Polity,Constitution,Article 73
Q001273,Indian Polity,Constitution,Reservation for Women in Panchayati Raj Institutions
Q001274,Indian Polity,Union Government,Money Bill
Q001275,Indian Polity,Constitution,Nature of Indian Constitution
Q001276,Indian Polity,Judiciary,Appointment of Supreme Court Judges
Q001277,Indian Polity,Union Government,Chairman of Rajya Sabha
Q001278,Indian Polity,Union Government,Responsibility of Prime Minister
Q001279,Indian Polity,Constitution,Minimum Age for Member of Parliament
Q001280,Indian Polity,Constitution,Retirement Age of Supreme Court Judges
Q001281,Indian Polity,Judiciary,Highest Civil Services Officer
Q001282,Indian Polity,Union Government,Officer with Right to Participate in Parliament
Q001283,Indian Polity,Directive Principles,Directive Principles of State Policy
Q001284,Indian Polity,Parliament,Vote on Account
Q001285,Indian Polity,Constitution,Fundamental Rights
Q001286,Indian Polity,Union Government,Attendance of Members of Parliament
Q001287,Indian Polity,Supreme Court,Fundamental Rights – Flag Hoisting
Q001288,Indian Economy,Development,Human Development Index
Q001289,Indian Polity,Panchayati Raj,Panchayat Samiti – Block Level
Q001290,Indian Polity,Constitution,Amendment – Socialist Introduced
Q001291,Indian Polity,List of the Constitution,"Match the Lists – Union, State, Concurrent"
Q001292,Indian Polity,Constitutional Amendment,Majority Required
Q001293,Indian Polity,Executive,Powers of the President
Q001294,Indian Polity,Constitutional Commission,Decentralization System – Recommended by
Q001295,Indian Polity,Human Rights,Human Rights – Also a Fundamental Right
Q001296,Indian Polity,Education,Right to Education – Added by Amendment
Q001297,Indian Polity,Constitution,Fundamental Rights
Q001298,Indian Polity,Union Government,Rajya Sabha Members
Q001299,History of India,Buddhism,Ashoka's Dhamma
Q001300,Indian Economy,Development,Five Year Plans
Q001301,Indian Polity,Judiciary,Public Accounts Committee
Q001302,Indian Polity,Constitution,Article 21
Q001303,Indian Polity,Union Government,National Security Committee
Q001304,Indian Polity,Constitution,Article 352
Q001305,Indian Economy,Development,Five Year Plans
Q001306,Indian Polity,State Government,Head of State
Q001307,Indian Polity,Panchayati Raj,Constitutional Head
Q001308,Indian Polity,Constitutional Bodies,Ashok Mehta Committee
Q001309,Indian Polity,Constitution,Legislative Process
Q001310,Indian Polity,Union Government,Rajya Sabha Tenure
Q001311,Society,Civil Servants,Resignation Letter
Q001312,Indian Polity,Parliament,Participation of Non-Members
Q001313,Indian Polity,Constitution,Fundamental Duties – Constitutional Amendment
Q001314,Indian Economy,Development,Scheduled Languages – Constitution
Q001315,General Mental Ability & CSAT,Coding-Decoding,Arrangement of Words
Q001316,Indian Polity,Parliament,Presiding Officer – Non-Member
Q001317,Indian Polity,Constitution,Voting Age Reduction – Constitutional Amendment
Q001318,Indian Polity,Union Government,President – Vacancy
Q001319,Bihar Polity & Governance,Bihar Legislature,Panchayat Samiti
Q001320,Indian Polity,Union Government,Prime Minister – Head of
Q001321,Indian Polity,Constitution,Fundamental Rights
Q001322,Indian Polity,Union Government,Removal of President
Q001323,Indian Polity,Federalism,Concurrent List
Q001324,Indian Economy,Development,Planning Commission
Q001325,Current Affairs,Pala Dynasty,Establishment of Panchayati Raj
Q001326,Current Affairs,Science & Technology,Chandrayaan-2
Q001327,Bihar Polity & Governance,Panchayati Raj,Rajasthan
Q001328,Indian Polity,Panchayati Raj,Decision Making
Q001329,Indian Polity,Constitution,Article 19
Q001330,Indian Polity,Constitution,Secularism
Q001331,Indian Polity,Constitutional Bodies,Forty-Second Amendment Act
Q001332,Indian Polity,Union Government,Governor of Jammu and Kashmir
Q001333,Indian Polity,Constitution,Right to constitutional remedies
Q001334,Indian Polity,Union Government,Official language of the Union
Q001335,Indian Polity,Emergency Provisions,Period for which declaration of emergency can be limited
Q001336,Indian Polity,Union Territories,Appointment of Chief Minister of a Union Territory
Q001337,Indian Polity,Parliament,Control of expenditure of the Parliament
Q001338,Indian Polity,Constitutional Remedies,Origin of Public Interest Litigation
Q001339,Indian Polity,Writs,Applicability of writs against illegal detention
Q001340,Indian Polity,Constitutional Provisions,Amendment of constitutional provisions
Q001341,Indian Polity,Supreme Commander,Supreme Commander of the Indian Defense Force
Q001342,Indian Polity,Executive Head,Executive head of the state government
Q001343,Indian Polity,Panchayati Raj Institutions,Subjects under Eleventh Schedule
Q001344,Indian Polity,Constitutional Provisions,Provision for amendment of constitutional provisions
Q001345,Indian Polity,Fundamental Rights,Removal of Right to Property
Q001346,History of India,Mauryan Empire,Ashoka
Q001347,Geography,States,Jharkhand
Q001348,Indian Polity,Constitution,Union of States
Q001349,Indian Polity,Constitutional Amendments,Socialist and Secular
Q001350,Indian Polity,Constitution,Number of Articles
Q001351,History of India,Federalism,United States of America
Q001352,Indian Polity,Panchayati Raj,17th Amendment
Q001353,Indian Polity,Preamble,Socialist and Secular
Q001354,Geography,Rivers,Son River
Q001355,Geography,Rivers,Tropic of Cancer
Q001356,Geography,Rivers,Yamuna and Son River
Q001357,Geography,Rivers,Kosi River
Q001358,Indian Economy,Development,Green Revolution
Q001359,Bihar Economy,Industry,Steel Plants
Q001360,Geography,Climate,Literacy Rate
Q001361,Geography,Rivers,Snow-line Height
Q001362,Geography,Rivers,Divi Island (River Name)
Q001363,Geography,Rivers,Kaveri River
Q001364,Geography,Mountain Ranges,Garo Hills
Q001365,Indian Economy,Industries,Oil Refineries
Q001366,Geography,States,Boundary with Madhya Pradesh
Q001367,Geography,Ports,Artificial Ports
Q001368,Geography,Mountain Ranges,Sequence of Mountain Ranges
Q001369,Geography,Rivers,Zoji-la Tunnel
Q001370,Geography,Rivers,Different Rivers
Q001371,Geography,Rivers,Drainage System of Bihar
Q001372,Geography,Districts,Scheduled Tribe Population - 2011 Census
Q001373,Indian Economy,Development,Coal Reserves - States
Q001374,Indian Economy,Development,Sex Ratio - Bihar 2011 Census
Q001375,Agriculture,Major Crops,Zaid Crops
Q001376,General Science,Biology,Gangetic Dolphin - IUCN Status & Features
Q001377,Geography,Rivers,River Gandak
Q001378,Geography,Biodiversity,Andaman and Nicobar Islands
Q001379,Indian Polity,Constitution,Statements - Correct
Q001380,Geography,Plateaus,Tropic of Cancer & Indian Standard Time Line Intersection
Q001381,Geography,Rivers,Kosi River
Q001382,History of Bihar,Vaishali,Mahaparinirvana of Buddha
Q001383,Environment & Ecology,Biodiversity,World Wildlife Fund
Q001384,Geography,Oceanography,Coral Reefs
Q001385,Geography,Rivers,Myanmar Border States
Q001386,Geography,Oceanography,Andaman and Nicobar Islands
Q001387,Geography,Rivers,Indus River Valley
Q001388,Indian Economy,Agriculture,Sugar Industry
Q001389,Geography,Climate,Monsoon Showers
Q001390,Art & Culture,Buddhism & Jainism,Monsoon Season in Kerala
Q001391,Environment & Ecology,Biodiversity,Project Tiger
Q001392,Geography,Soils,Karewas
Q001393,Geography,Rivers,Damodar River
Q001394,History of Bihar,Sher Shah Suri,First Coal Mine
Q001395,Indian Economy,Development,Scheduled Tribes
Q001396,Geography,Rivers,Pattiseema Project
Q001397,Geography,Geomorphology,Combustion of Underground Coal
Q001398,Geography,Rivers,Mica Deposits
Q001399,Geography,Rivers,"Damodar, Koel, and Subarnarekha Origin"
Q001400,Geography,Rivers,Comparison of Himalayan and Peninsular Rivers
Q001401,Geography,Landforms,Ganga Plain
Q001402,General Science,Physics,Fresh Water Lake
Q001403,General Science,Physics,Planet Density
Q001404,General Science,Earth Science,Chiria Feature
Q001405,Geography,Rivers,Zanskar Range
Q001406,Indian Economy,Development,Pradhan Mantri Jan Dhan Yojana
Q001407,Indian Economy,Agriculture,Coffee
Q001408,Geography,Districts,Madhya Pradesh
Q001409,Geography,Wildlife Sanctuaries,Odisha
Q001410,Indian Economy,Minerals,Bauxite
Q001411,Geography,Mining,Khetri Mines
Q001412,Indian Polity,External Affairs,Free Movement Regime
Q001413,Geography,Rivers,Indus River
Q001414,Geography,Rivers,Chambal River
Q001415,Geography,Regions,Bastar Region
Q001416,Geography,Regions,Bharmour
Q001417,Geography,Rivers,Ganga River Valley
Q001418,History of Bihar,Sher Shah Suri,Administrative Reforms
Q001419,Geography,Rivers,Kosi River
Q001420,Geography,Geomorphology,Himalayan Hills
Q001421,Indian Economy,Agriculture,Cattle Breeds
Q001422,Geography,Physiographic Divisions,Western Ghats
Q001423,Indian Economy,Minerals,Tea Plantations
Q001424,Geography,Soils,Dense Deciduous Forest Cover
Q001425,Geography,Rivers,Coral Reefs
Q001426,Indian Economy,Development,Literacy Rate
Q001427,Society,Tribes,Tribe-State Matching
Q001428,Indian Economy,Industrial Corridors,Japan Collaboration
Q001429,Geography,Minerals,Chromite
Q001430,History of India,Mauryan Empire,Chandragupta Maurya
Q001431,Geography,Rivers,Jhelum River
Q001432,Geography,Geomorphology,Deccan Traps
Q001433,Geography,Forests,Western Ghats
Q001434,Geography,Forests,Tropical Rainforests
Q001435,Geography,Soils,Black Cotton Soil
Q001436,Indian Polity,Constitutional Bodies,Parliament of India
Q001437,Geography,Passes,Rohtang Pass
Q001438,Geography,Soils,Karewas Soil
Q001439,Indian Economy,Agriculture,Sugarcane
Q001440,Geography,Minerals,Iron Ore
Q001441,Geography,Rivers,Kosi River
Q001442,Indian Economy,Development,Human Development Index
Q001443,Indian Economy,Agriculture,Cotton Production
Q001444,Geography,Soils,Black Cotton Soil
Q001445,Geography,Soils,Alluvial Soil
Q001446,Indian Economy,Development,Hydropower Production
